set_id,block_id,session_id,set_order,reps_parsed,distance_parsed_m,block_volume_m,block_type,prescription_text,zones,styles,materials,skills,atomization,source_fidelity
RKF-A3-EST-04-B06-S01,RKF-A3-EST-04-B06,RKF-A3-EST-04,1,7,200,1400,Principal,1400: 7×200 A3 @1min; 50s internos A3 controlado→A3→A3 alto→manter técnica; 2min a cada dois 200,A3,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-04-B07-S01,RKF-A3-EST-04-B07,RKF-A3-EST-04,1,5,100,500,Pós-série,500: 5×100 A1 técnico,A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-04-B08-S01,RKF-A3-EST-04-B08,RKF-A3-EST-04,1,,,500,Regenerativo,"500: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-05-B01-S01,RKF-A3-EST-05-B01,RKF-A3-EST-05,1,4,50,1000,Aquecimento,1000: 400 livre +200 IM +4×50 drill +4×50 progressivos,,Livre/Crawl|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-05-B02-S01,RKF-A3-EST-05-B02,RKF-A3-EST-05,1,6,100,600,Técnica/Fundamento,600: 6×100 técnico/nado,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-05-B03-S01,RKF-A3-EST-05-B03,RKF-A3-EST-05,1,12,50,600,Perna,600: 12×50 progressivos 1–3,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-05-B04-S01,RKF-A3-EST-05-B04,RKF-A3-EST-05,1,8,50,400,Braço/Força,400: 8×50 palmar M,,,Palmar,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-05-B05-S01,RKF-A3-EST-05-B05,RKF-A3-EST-05,1,6,100,600,Pré-série,600: 6×100 =50 A1+25 VALAT+25 solto; VALAT@45s,VALAT|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-05-B06-S01,RKF-A3-EST-05-B06,RKF-A3-EST-05,1,4,50,1200,Principal,1200: 6×[4×50 estilo A3@10s]; 1m30 entre blocos; janela de tempo estreita,A3,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-05-B07-S01,RKF-A3-EST-05-B07,RKF-A3-EST-05,1,12,50,600,Pós-série,600: 12×50 técnico A1,A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-05-B08-S01,RKF-A3-EST-05-B08,RKF-A3-EST-05,1,,,500,Regenerativo,"500: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-06-B01-S01,RKF-A3-EST-06-B01,RKF-A3-EST-06,1,6,50,1000,Aquecimento,1000: 300 livre +200 costas +200 IM +6×50 progressivos +100 A1,A1,Livre/Crawl|Costas|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-06-B02-S01,RKF-A3-EST-06-B02,RKF-A3-EST-06,1,10,50,500,Técnica/Fundamento,500: 10×50 técnica específica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-06-B03-S01,RKF-A3-EST-06-B03,RKF-A3-EST-06,1,7,100,700,Perna,700: 7×100 =50 perna A2+25 perna A3+25 nado A3,A3|A2,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-06-B04-S01,RKF-A3-EST-06-B04,RKF-A3-EST-06,1,5,100,500,Braço/Força,500: 5×100 =25 resistido+25 forte sem resistência+50 A1,A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-06-B05-S01,RKF-A3-EST-06-B05,RKF-A3-EST-06,1,2,25,600,Pré-série,600: 3×[2×25 perna VALAT@45s +2×25 nado VALAT@45s +100 A1],VALAT|A1,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-06-B06-S01,RKF-A3-EST-06-B06,RKF-A3-EST-06,1,,,1400,Principal,1400: 7×[50 perna A3@20s +100 estilo A3@20s +50 estilo A3@30s]; 1min após pares,A3,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-06-B07-S01,RKF-A3-EST-06-B07,RKF-A3-EST-06,1,10,50,500,Pós-série,500: 10×50 técnico/A1,A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-06-B08-S01,RKF-A3-EST-06-B08,RKF-A3-EST-06,1,,,500,Regenerativo,"500: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-07-B01-S01,RKF-A3-EST-07-B01,RKF-A3-EST-07,1,4,50,1000,Aquecimento,1000: 400 livre +400 IM +4×50 progressivos,,Livre/Crawl|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-07-B02-S01,RKF-A3-EST-07-B02,RKF-A3-EST-07,1,10,50,500,Técnica/Fundamento,500: 10×50 técnico/nado,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-07-B03-S01,RKF-A3-EST-07-B03,RKF-A3-EST-07,1,8,75,600,Perna,600: 8×75 progressivos,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-07-B04-S01,RKF-A3-EST-07-B04,RKF-A3-EST-07,1,10,50,500,Braço/Força,500: 10×50 palmar,,,Palmar,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-07-B05-S01,RKF-A3-EST-07-B05,RKF-A3-EST-07,1,12,50,600,Pré-série,"600: 12×50 =25 A1+12,5 VALAT+12,5 solto @40s",VALAT|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-07-B06-S01,RKF-A3-EST-07-B06,RKF-A3-EST-07,1,5,300,1500,Principal,1500: 5×300 =100 A3 controlado@20s +100 A3@20s +50 A3 alto@20s +50 A3 muito alto@40s; 1m30 entre 300,A3,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-07-B07-S01,RKF-A3-EST-07-B07,RKF-A3-EST-07,1,5,100,500,Pós-série,500: 5×100 A1 técnico,A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-07-B08-S01,RKF-A3-EST-07-B08,RKF-A3-EST-07,1,,,500,Regenerativo,"500: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-08-B01-S01,RKF-A3-EST-08-B01,RKF-A3-EST-08,1,4,50,1000,Aquecimento,1000: 400 livre +200 costas +200 IM +4×50 progressivos,,Livre/Crawl|Costas|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-08-B02-S01,RKF-A3-EST-08-B02,RKF-A3-EST-08,1,12,50,600,Técnica/Fundamento,600: 12×50 técnico/nado,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-08-B03-S01,RKF-A3-EST-08-B03,RKF-A3-EST-08,1,6,100,600,Perna,600: 6×100 perna A2/A3 com transferência,A3|A2,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-08-B04-S01,RKF-A3-EST-08-B04,RKF-A3-EST-08,1,8,50,400,Braço/Força,400: 8×50 palmar,,,Palmar,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-08-B05-S01,RKF-A3-EST-08-B05,RKF-A3-EST-08,1,8,75,600,Pré-série,600: 8×75 =50 A1+25 VALAT @45s,VALAT|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-08-B06-S01,RKF-A3-EST-08-B06,RKF-A3-EST-08,1,4,5,1500,Principal,1500: 4×5×75 A3@20s; 1m30 entre blocos; 1 controlado/2-3 A3/4 A3 alto/5 manter qualidade,A3,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-08-B07-S01,RKF-A3-EST-08-B07,RKF-A3-EST-08,1,10,50,500,Pós-série,500: 10×50 técnico/A1,A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-08-B08-S01,RKF-A3-EST-08-B08,RKF-A3-EST-08,1,,,400,Regenerativo,"400: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-09-B01-S01,RKF-A3-EST-09-B01,RKF-A3-EST-09,1,4,50,1000,Aquecimento,1000: 400 livre +200 IM +200 costas +4×50 progressivos,,Livre/Crawl|Costas|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-09-B02-S01,RKF-A3-EST-09-B02,RKF-A3-EST-09,1,10,50,500,Técnica/Fundamento,500: 10×50 técnico específico,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-09-B03-S01,RKF-A3-EST-09-B03,RKF-A3-EST-09,1,12,50,600,Perna,600: 12×50 perna progressiva,,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-09-B04-S01,RKF-A3-EST-09-B04,RKF-A3-EST-09,1,7,100,700,Braço/Força,700: 7×100 =25 resistido+25 palmar G+25 nado forte+25 A1,A1,,Palmar,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-09-B05-S01,RKF-A3-EST-09-B05,RKF-A3-EST-09,1,4,25,600,Pré-série,600: 3×[4×25 VALAT@45s +100 A1],VALAT|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-09-B06-S01,RKF-A3-EST-09-B06,RKF-A3-EST-09,1,7,200,1400,Principal,"1400: 7×200 =25 resistido forte@20s +75 estilo A3@20s +100 estilo A3@40s; resistência curta, resto transferência",A3,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-09-B07-S01,RKF-A3-EST-09-B07,RKF-A3-EST-09,1,5,100,500,Pós-série,500: 5×100 A1 técnico,A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-09-B08-S01,RKF-A3-EST-09-B08,RKF-A3-EST-09,1,,,200,Regenerativo,"200: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-10-B01-S01,RKF-A3-EST-10-B01,RKF-A3-EST-10,1,4,50,1000,Aquecimento,1000: 400 livre +200 costas +200 IM +4×50 progressivos,,Livre/Crawl|Costas|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-10-B02-S01,RKF-A3-EST-10-B02,RKF-A3-EST-10,1,10,50,500,Técnica/Fundamento,500: 10×50 técnico/nado,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-10-B03-S01,RKF-A3-EST-10-B03,RKF-A3-EST-10,1,12,50,600,Perna,600: 12×50 perna A2/A3,A3|A2,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-10-B04-S01,RKF-A3-EST-10-B04,RKF-A3-EST-10,1,10,50,500,Braço/Força,500: 10×50 palmar com transferência,,,Palmar,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-10-B05-S01,RKF-A3-EST-10-B05,RKF-A3-EST-10,1,2,25,600,Pré-série,600: 4×[2×25 VALAT@45s +100 A1],VALAT|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-10-B06-S01,RKF-A3-EST-10-B06,RKF-A3-EST-10,1,8,150,1200,Principal,1200: 8×150 =100 estilo A3@20s +50 estilo A3 alto@40s; permanecer em A3,A3,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-10-B07-S01,RKF-A3-EST-10-B07,RKF-A3-EST-10,1,6,100,600,Pós-série,600: 6×100 A1 técnico,A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-10-B08-S01,RKF-A3-EST-10-B08,RKF-A3-EST-10,1,,,500,Regenerativo,"500: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-11-B01-S01,RKF-A3-EST-11-B01,RKF-A3-EST-11,1,4,50,1000,Aquecimento,1000: 400 livre +200 IM +200 costas +4×50 progressivos,,Livre/Crawl|Costas|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-11-B02-S01,RKF-A3-EST-11-B02,RKF-A3-EST-11,1,12,50,600,Técnica/Fundamento,600: 12×50 técnico/nado,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-11-B03-S01,RKF-A3-EST-11-B03,RKF-A3-EST-11,1,8,75,600,Perna,600: 8×75 perna + transferência,,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-11-B04-S01,RKF-A3-EST-11-B04,RKF-A3-EST-11,1,8,50,400,Braço/Força,400: 8×50 palmar técnico/força,,,Palmar,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-11-B05-S01,RKF-A3-EST-11-B05,RKF-A3-EST-11,1,6,100,600,Pré-série,600: 6×100 =25 VALAT@45s +75 A1,VALAT|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-11-B06-S01,RKF-A3-EST-11-B06,RKF-A3-EST-11,1,7,200,1400,Principal,1400: 7×200 =50 A3@15s +100 A3@20s +50 A3 alto@40s; acelerar com perna e força sem desorganizar frequência,A3,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-11-B07-S01,RKF-A3-EST-11-B07,RKF-A3-EST-11,1,12,50,600,Pós-série,600: 12×50 técnico/A1,A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-11-B08-S01,RKF-A3-EST-11-B08,RKF-A3-EST-11,1,,,400,Regenerativo,"400: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-12-B01-S01,RKF-A3-EST-12-B01,RKF-A3-EST-12,1,4,50,1000,Aquecimento,1000: 400 livre +200 costas +200 IM +4×50 progressivos,,Livre/Crawl|Costas|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-12-B02-S01,RKF-A3-EST-12-B02,RKF-A3-EST-12,1,14,50,700,Técnica/Fundamento,700: 14×50 borbo — ondulação/braço isolado/3D-3E/nado completo,,Borboleta,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-12-B03-S01,RKF-A3-EST-12-B03,RKF-A3-EST-12,1,12,50,600,Perna,600: 12×50 ondulação superfície/submerso alternado,,,,Submerso,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-12-B04-S01,RKF-A3-EST-12-B04,RKF-A3-EST-12,1,8,50,400,Braço/Força,400: 8×50 palmar P =25 borbo forte+25 livre,,Livre/Crawl|Borboleta,Palmar,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-12-B05-S01,RKF-A3-EST-12-B05,RKF-A3-EST-12,1,,,600,Pré-série,600: 4×[25 fly VALAT@50s +25 livre A1 +25 fly VALAT@50s +75 livre A1],VALAT|A1,Livre/Crawl|Borboleta,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-12-B06-S01,RKF-A3-EST-12-B06,RKF-A3-EST-12,1,6,200,1200,Principal,1200: 6×200 =50 fly A3@20s +50 livre A1@15s +50 fly A3@20s +50 fly A3 alto@45s; 1m30 entre pares,A3|A1,Livre/Crawl|Borboleta,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-12-B07-S01,RKF-A3-EST-12-B07,RKF-A3-EST-12,1,12,50,600,Pós-série,600: 12×50 técnica borbo/livre,,Livre/Crawl|Borboleta,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-12-B08-S01,RKF-A3-EST-12-B08,RKF-A3-EST-12,1,,,300,Regenerativo,"300: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-13-B01-S01,RKF-A3-EST-13-B01,RKF-A3-EST-13,1,4,50,1000,Aquecimento,1000: 400 livre +200 costas +200 IM +4×50 progressivos,,Livre/Crawl|Costas|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-13-B02-S01,RKF-A3-EST-13-B02,RKF-A3-EST-13,1,12,50,600,Técnica/Fundamento,600: 12×50 costas — rotação/pegada/posição/saída de virada,,Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-13-B03-S01,RKF-A3-EST-13-B03,RKF-A3-EST-13,1,8,75,600,Perna,600: 8×75 =25 submerso controlado+25 perna costas+25 nado,,Costas,,Submerso|Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-13-B04-S01,RKF-A3-EST-13-B04,RKF-A3-EST-13,1,8,50,400,Braço/Força,400: 8×50 palmar costas,,Costas,Palmar,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-13-B05-S01,RKF-A3-EST-13-B05,RKF-A3-EST-13,1,,,600,Pré-série,600: 6×[25 costas VALAT@45s +25 A1 +50 costas A1],VALAT|A1,Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-13-B06-S01,RKF-A3-EST-13-B06,RKF-A3-EST-13,1,7,200,1400,Principal,"1400: 7×200 costas A3@45–60s; manter nº de pernadas submersas, saída de virada e frequência",A3,Costas,,Submerso|Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-13-B07-S01,RKF-A3-EST-13-B07,RKF-A3-EST-13,1,12,50,600,Pós-série,600: 12×50 técnica costas/livre,,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-13-B08-S01,RKF-A3-EST-13-B08,RKF-A3-EST-13,1,,,400,Regenerativo,"400: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-14-B01-S01,RKF-A3-EST-14-B01,RKF-A3-EST-14,1,4,50,1000,Aquecimento,1000: 400 livre +200 costas +200 IM +4×50 progressivos,,Livre/Crawl|Costas|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-14-B02-S01,RKF-A3-EST-14-B02,RKF-A3-EST-14,1,14,50,700,Técnica/Fundamento,700: 14×50 peito — timing/deslize ativo/aceleração/conexão perna-braço,,Peito,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-14-B03-S01,RKF-A3-EST-14-B03,RKF-A3-EST-14,1,12,50,600,Perna,600: 12×50 perna peito =25 forte+25 técnico,,Peito,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-14-B04-S01,RKF-A3-EST-14-B04,RKF-A3-EST-14,1,8,50,400,Braço/Força,400: 8×50 =25 braço peito palmar P+25 nado,,Peito,Palmar,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-14-B05-S01,RKF-A3-EST-14-B05,RKF-A3-EST-14,1,2,25,600,Pré-série,600: 4×[2×25 peito VALAT@50s +100 A1],VALAT|A1,Peito,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-14-B06-S01,RKF-A3-EST-14-B06,RKF-A3-EST-14,1,8,150,1200,Principal,1200: 8×150 =50 peito A3@20s +50 peito A3@20s +50 peito A3 alto@45s; contar ciclos,A3,Peito,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-14-B07-S01,RKF-A3-EST-14-B07,RKF-A3-EST-14,1,12,50,600,Pós-série,600: 12×50 técnica peito/livre,,Livre/Crawl|Peito,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-14-B08-S01,RKF-A3-EST-14-B08,RKF-A3-EST-14,1,,,300,Regenerativo,"300: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-15-B01-S01,RKF-A3-EST-15-B01,RKF-A3-EST-15,1,4,50,900,Aquecimento,900: 300 livre +200 IM +200 costas +4×50 progressivos,,Livre/Crawl|Costas|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-15-B02-S01,RKF-A3-EST-15-B02,RKF-A3-EST-15,1,10,50,500,Técnica/Fundamento,500: 10×50 técnico/nado,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-15-B03-S01,RKF-A3-EST-15-B03,RKF-A3-EST-15,1,12,50,600,Perna,600: 12×50 perna A2/A3,A3|A2,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-15-B04-S01,RKF-A3-EST-15-B04,RKF-A3-EST-15,1,10,50,500,Braço/Força,500: 10×50 força/transferência,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-15-B05-S01,RKF-A3-EST-15-B05,RKF-A3-EST-15,1,7,100,700,Pré-série,700: 7×100 =25 VALAT@50s+25 A1+25 VALAT@50s+25 A1,VALAT|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-15-B06-S01,RKF-A3-EST-15-B06,RKF-A3-EST-15,1,4,3,1200,Principal,1200: 4×3×100 A3@20s; 2min entre blocos; B1 controlado/B2 alvo/B3 alto/B4 reproduzir B2 sob fadiga,A3,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-15-B07-S01,RKF-A3-EST-15-B07,RKF-A3-EST-15,1,5,100,500,Pós-série,500: 5×100 A1 técnico,A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-15-B08-S01,RKF-A3-EST-15-B08,RKF-A3-EST-15,1,,,500,Regenerativo,"500: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-16-B01-S01,RKF-A3-EST-16-B01,RKF-A3-EST-16,1,4,50,1000,Aquecimento,1000: 400 livre +200 costas +200 IM +4×50 progressivos,,Livre/Crawl|Costas|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-16-B02-S01,RKF-A3-EST-16-B02,RKF-A3-EST-16,1,10,50,500,Técnica/Fundamento,500: 10×50 técnico específico,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-16-B03-S01,RKF-A3-EST-16-B03,RKF-A3-EST-16,1,12,50,600,Perna,600: 12×50 perna A2/A3,A3|A2,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-16-B04-S01,RKF-A3-EST-16-B04,RKF-A3-EST-16,1,14,50,700,Braço/Força,700: 14×50 =25 resistido+25 transferência,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-16-B05-S01,RKF-A3-EST-16-B05,RKF-A3-EST-16,1,,,600,Pré-série,600: 3×[25 resistido explosivo+25 A1+25 VALAT limpo+125 A1],VALAT|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-16-B06-S01,RKF-A3-EST-16-B06,RKF-A3-EST-16,1,5,300,1500,Principal,1500: 5×300 =50 A3 palmar M@20s +100 A3 sem material@20s +50 A3 alto@20s +100 A1@1min,A3|A1,,Palmar,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-16-B07-S01,RKF-A3-EST-16-B07,RKF-A3-EST-16,1,10,50,500,Pós-série,500: 10×50 sem material reconstruindo amplitude,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-16-B08-S01,RKF-A3-EST-16-B08,RKF-A3-EST-16,1,,,200,Regenerativo,"200: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-17-B01-S01,RKF-A3-EST-17-B01,RKF-A3-EST-17,1,4,50,1000,Aquecimento,1000: 400 livre +200 costas +200 IM +4×50 progressivos,,Livre/Crawl|Costas|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-17-B02-S01,RKF-A3-EST-17-B02,RKF-A3-EST-17,1,12,50,600,Técnica/Fundamento,600: 12×50 entrada/saída de virada,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-17-B03-S01,RKF-A3-EST-17-B03,RKF-A3-EST-17,1,14,50,700,Perna,700: 14×50 =15m submerso+35m A1,A1,,,Submerso,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-17-B04-S01,RKF-A3-EST-17-B04,RKF-A3-EST-17,1,8,50,400,Braço/Força,400: 8×50 palmar,,,Palmar,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-17-B05-S01,RKF-A3-EST-17-B05,RKF-A3-EST-17,1,12,50,600,Pré-série,600: 12×50 =15m VALAT submerso+35m A1 @40s,VALAT|A1,,,Submerso,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-17-B06-S01,RKF-A3-EST-17-B06,RKF-A3-EST-17,1,7,200,1400,Principal,1400: 7×200 A3@45s; cada 50 inicia com padrão submerso de prova; registrar perda de distância/velocidade submersa,A3,,,Submerso,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-17-B07-S01,RKF-A3-EST-17-B07,RKF-A3-EST-17,1,10,50,500,Pós-série,500: 10×50 técnica de virada/submerso,,,,Submerso,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-17-B08-S01,RKF-A3-EST-17-B08,RKF-A3-EST-17,1,,,400,Regenerativo,"400: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-18-B01-S01,RKF-A3-EST-18-B01,RKF-A3-EST-18,1,4,50,1000,Aquecimento,1000: 400 livre +200 costas +200 IM +4×50 progressivos,,Livre/Crawl|Costas|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-18-B02-S01,RKF-A3-EST-18-B02,RKF-A3-EST-18,1,12,50,600,Técnica/Fundamento,600: 12×50 técnico/nado,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-18-B03-S01,RKF-A3-EST-18-B03,RKF-A3-EST-18,1,8,75,600,Perna,600: 8×75 perna A2/A3,A3|A2,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-18-B04-S01,RKF-A3-EST-18-B04,RKF-A3-EST-18,1,10,50,500,Braço/Força,500: 10×50 palmar/força,,,Palmar,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-18-B05-S01,RKF-A3-EST-18-B05,RKF-A3-EST-18,1,2,25,600,Pré-série,600: 4×[2×25 VALAT@45s +100 A1],VALAT|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-18-B06-S01,RKF-A3-EST-18-B06,RKF-A3-EST-18,1,5,300,1500,Principal,1500: 5×300 =100 estilo A3@20s +50 livre A1@15s +100 estilo A3 alto@30s +50 livre A1@1min; sem descanso passivo extra,A3|A1,Livre/Crawl,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-18-B07-S01,RKF-A3-EST-18-B07,RKF-A3-EST-18,1,5,100,500,Pós-série,500: 5×100 A1 técnico,A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-A3-EST-18-B08-S01,RKF-A3-EST-18-B08,RKF-A3-EST-18,1,,,400,Regenerativo,"400: regenerativo muito leve, livre/costas/escolha, sem aceleração",,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
